"";"unique_id";"timestep";"explrtr";"Useful_PlotID";"Qnum";"month";"year";"date_releves";"HHLAI";"Biomass_g_per60cm2";"Biomass_interpolated";"RPMcalc_cm";"Biomass_g_per_m2";"Biomass_interpolated_per_m2";"LAI_corr";"biomass_corr";"biomass_interpolated_corr";"RPM_corr";"LAI";"biomass";"biomass_interpolated";"RPM";"mosaic";"var2_mosaic";"b1_mean_round";"b2_mean_round";"b3_mean_round";"b4_mean_round";"var2_b1_mean_round";"var2_b2_mean_round";"var2_b3_mean_round";"var2_b4_mean_round";"blue";"green";"red";"nir";"ndvi";"evi2";"evi";"savi";"dvi";"gndvi";"grvi";"sr_nirr";"var2_blue";"var2_green";"var2_red";"var2_nir";"var2_ndvi";"var2_evi2";"var2_evi";"var2_savi";"var2_dvi";"var2_gndvi";"var2_grvi";"var2_sr_nirr"
"11";"AEG01_04_S_2020";"A_S_2020";"ALB";"AEG01";"AEG01_04";"S";2020;"07.09.2020";1.61;NA;39.28866;11.2;NA;109.135166666667;1.61;NA;109.135166666667;11.2;1.61;NA;109.135166666667;11.2;"ALB_2020_09_13";"ALB_2020_08_21";178;525;279;3917;231;692;543;3289;0.0178;0.0525;0.0279;0.3917;0.867016205910391;0.623517474942756;0.637976992143659;0.593410178338408;0.364660436;0.763619990995047;1.88172043010753;14.0394265232975;0.0231;0.0692;0.0543;0.3289;0.716597077244259;0.470456819396664;0.463397347193628;0.466372282608696;0.276274612;0.652348656116554;1.2744014732965;6.05709023941068
"12";"AEG01_04_S_2021";"A_S_2021";"ALB";"AEG01";"AEG01_04";"S";2021;"20.09.2021";1.59;NA;54.65142;10.8;NA;151.8095;1.59;NA;151.8095;10.8;1.59;NA;151.8095;10.8;"ALB_2021_09_23";"";195;609;462;3564;NA;NA;NA;NA;0.0195;0.0609;0.0462;0.3564;0.770491803278688;0.528528978790687;0.52139711567553;0.515510746731664;0.311624808;0.708123652048886;1.31818181818182;7.71428571428571;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"13";"AEG01_05_J_2020";"A_J_2020";"ALB";"AEG01";"AEG01_05";"J";2020;"17.06.2020";5.52;206.86;206.86;75;574.611111111111;574.611111111111;5.52;574.611111111111;574.611111111111;75;5.52;574.611111111111;574.611111111111;75;"ALB_2020_06_XX";"";141;540;323;4632;NA;NA;NA;NA;0.0141;0.054;0.0323;0.4632;0.86962663975782;0.699186094812815;0.694439967767929;0.649271722752386;0.431896132;0.791183294663573;1.671826625387;14.3405572755418;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"14";"AEG01_05_S_2020";"A_S_2020";"ALB";"AEG01";"AEG01_05";"S";2020;"07.09.2020";2.61;NA;44.74754;12.8;NA;124.298722222222;2.61;NA;124.298722222222;12.8;2.61;NA;124.298722222222;12.8;"ALB_2020_09_13";"ALB_2020_08_21";178;528;279;3975;254;694;533;3276;0.0178;0.0528;0.0279;0.3975;0.868829337094499;0.630949291889161;0.645521866703926;0.599092284417549;0.370460436;0.765489673550966;1.89247311827957;14.247311827957;0.0254;0.0694;0.0533;0.3276;0.720136518771331;0.471137462899857;0.470691193630311;0.467079123623567;0.275943772;0.650377833753149;1.30206378986867;6.14634146341463
"15";"AEG01_05_S_2021";"A_S_2021";"ALB";"AEG01";"AEG01_05";"S";2021;"20.09.2021";3.05;NA;51.34398;10.2;NA;142.622166666667;3.05;NA;142.622166666667;10.2;3.05;NA;142.622166666667;10.2;"ALB_2021_09_23";"";198;602;446;3591;NA;NA;NA;NA;0.0198;0.0602;0.0446;0.3591;0.77904384443894;0.536272115896163;0.531896901637126;0.522020582051566;0.315875464;0.712854757929883;1.34977578475336;8.05156950672646;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"16";"AEG01_06_J_2020";"A_J_2020";"ALB";"AEG01";"AEG01_06";"J";2020;"17.06.2020";5.56;NA;1.0765;NA;NA;2.99027777777778;5.56;NA;NA;NA;5.56;NA;NA;NA;"ALB_2020_06_XX";"";149;515;321;4649;NA;NA;NA;NA;0.0149;0.0515;0.0321;0.4649;0.870824949698189;0.701713425943941;0.699983826621381;0.651153460381143;0.433789964;0.800542215336948;1.60436137071651;14.4828660436137;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"17";"AEG01_06_S_2020";"A_S_2020";"ALB";"AEG01";"AEG01_06";"S";2020;"07.09.2020";2.4;46.4;46.4;14.2;128.888888888889;128.888888888889;2.4;128.888888888889;128.888888888889;14.2;2.4;128.888888888889;128.888888888889;14.2;"ALB_2020_09_13";"ALB_2020_08_21";174;522;298;3973;245;660;534;3404;0.0174;0.0522;0.0298;0.3973;0.860454226176539;0.625502103729524;0.635549252905368;0.594596052205803;0.368419032;0.767741935483871;1.75167785234899;13.3322147651007;0.0245;0.066;0.0534;0.3404;0.728796343321483;0.488573841041564;0.485765546190041;0.481651376146789;0.288646856;0.675196850393701;1.23595505617978;6.37453183520599
"18";"AEG01_06_S_2021";"A_S_2021";"ALB";"AEG01";"AEG01_06";"S";2021;"20.09.2021";3.29;47.12;47.12;14;130.888888888889;130.888888888889;3.29;130.888888888889;130.888888888889;14;3.29;130.888888888889;130.888888888889;14;"ALB_2021_09_23";"";190;614;454;3793;NA;NA;NA;NA;0.019;0.0614;0.0454;0.3793;0.786202024958794;0.560889898270464;0.553107606679035;0.541635124905375;0.335300136;0.721352393918766;1.35242290748899;8.35462555066079;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"19";"AEG01_07_J_2020";"A_J_2020";"ALB";"AEG01";"AEG01_07";"J";2020;"17.06.2020";5.46;NA;138.91322;40.4;NA;385.870055555556;5.46;NA;385.870055555556;40.4;5.46;NA;385.870055555556;40.4;"ALB_2020_06_XX";"";149;541;323;4686;NA;NA;NA;NA;0.0149;0.0541;0.0323;0.4686;0.871032142144141;0.705475642252865;0.703414697062522;0.653861524627835;0.437296132;0.792997895542376;1.6749226006192;14.5077399380805;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"20";"AEG01_07_S_2020";"A_S_2020";"ALB";"AEG01";"AEG01_07";"S";2020;"07.09.2020";2.32;NA;47.47698;13.6;NA;131.8805;2.32;NA;131.8805;13.6;2.32;NA;131.8805;13.6;"ALB_2020_09_13";"ALB_2020_08_21";172;522;299;3951;218;657;542;3356;0.0172;0.0522;0.0299;0.3951;0.859294117647059;0.622417953996973;0.63161535800761;0.592216216216216;0.366122116;0.766599597585513;1.74581939799331;13.2140468227425;0.0218;0.0657;0.0542;0.3356;0.721908671113391;0.479981987882758;0.46984572230014;0.474376264329063;0.283071528;0.672564166459008;1.21217712177122;6.19188191881919
"21";"AEG01_07_S_2021";"A_S_2021";"ALB";"AEG01";"AEG01_07";"S";2021;"20.09.2021";2.4;NA;53.54894;10.6;NA;148.747055555556;2.4;NA;148.747055555556;10.6;2.4;NA;148.747055555556;10.6;"ALB_2021_09_23";"";203;615;459;3769;NA;NA;NA;NA;0.0203;0.0615;0.0459;0.3769;0.782876064333018;0.556467123048162;0.55164827839072;0.538036410923277;0.332415556;0.719434306569343;1.33986928104575;8.21132897603486;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"22";"AEG01_08_J_2020";"A_J_2020";"ALB";"AEG01";"AEG01_08";"J";2020;"17.06.2020";4.64;NA;205.7845;60;NA;571.623611111111;4.64;NA;571.623611111111;60;4.64;NA;571.623611111111;60;"ALB_2020_06_XX";"";137;553;324;4693;NA;NA;NA;NA;0.0137;0.0553;0.0324;0.4693;0.870839146900538;0.706016573371427;0.699734136263173;0.65423779574723;0.437899216;0.789172703011819;1.70679012345679;14.4845679012346;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"23";"AEG01_08_S_2020";"A_S_2020";"ALB";"AEG01";"AEG01_08";"S";2020;"07.09.2020";1.35;NA;39.28866;11.2;NA;109.135166666667;1.35;NA;109.135166666667;11.2;1.35;NA;109.135166666667;11.2;"ALB_2020_09_13";"ALB_2020_08_21";179;526;278;3962;230;676;581;3281;0.0179;0.0526;0.0278;0.3962;0.868867924528302;0.629562792223772;0.644619422572179;0.598051948051948;0.369257352;0.765597147950089;1.89208633093525;14.2517985611511;0.023;0.0676;0.0581;0.3281;0.699119627136199;0.459953391389673;0.448743518149182;0.457007447528775;0.271791804;0.658327015415719;1.16351118760757;5.64716006884682
"24";"AEG01_08_S_2021";"A_S_2021";"ALB";"AEG01";"AEG01_08";"S";2021;"20.09.2021";2.64;NA;61.2663;12;NA;170.184166666667;2.64;NA;170.184166666667;12;2.64;NA;170.184166666667;12;"ALB_2021_09_23";"";190;611;454;3746;NA;NA;NA;NA;0.019;0.0611;0.0454;0.3746;0.783809523809524;0.554746690393378;0.547025589896976;0.536739130434783;0.330600136;0.719531787927473;1.34581497797357;8.2511013215859;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"25";"AEG01_09_J_2020";"A_J_2020";"ALB";"AEG01";"AEG01_09";"J";2020;"17.06.2020";5.22;179.15;179.15;38.6;497.638888888889;497.638888888889;5.22;497.638888888889;497.638888888889;38.6;5.22;497.638888888889;497.638888888889;38.6;"ALB_2020_06_XX";"";136;537;314;4585;NA;NA;NA;NA;0.0136;0.0537;0.0314;0.4585;0.871810573586446;0.696119593704771;0.691145057932552;0.647186584503485;0.428068376;0.79031628270207;1.71019108280255;14.6019108280255;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"26";"AEG01_09_S_2020";"A_S_2020";"ALB";"AEG01";"AEG01_09";"S";2020;"07.09.2020";1.23;NA;29.73562;8.4;NA;82.5989444444445;1.23;NA;82.5989444444445;8.4;1.23;NA;82.5989444444445;8.4;"ALB_2020_09_13";"ALB_2020_08_21";190;529;311;3909;211;687;621;3333;0.019;0.0529;0.0311;0.3909;0.85260663507109;0.61376693914871;0.626829268292683;0.585357917570499;0.360759124;0.761604326273096;1.70096463022508;12.5691318327974;0.0211;0.0687;0.0621;0.3333;0.685887708649469;0.457384945424127;0.438083546021387;0.454322090685727;0.273115164;0.658208955223881;1.10628019323671;5.36714975845411
"27";"AEG01_09_S_2021";"A_S_2021";"ALB";"AEG01";"AEG01_09";"S";2021;"20.09.2021";3.23;NA;65.67622;12.8;NA;182.433944444444;3.23;NA;182.433944444444;12.8;3.23;NA;182.433944444444;12.8;"ALB_2021_09_23";"";201;643;449;3666;NA;NA;NA;NA;0.0201;0.0643;0.0449;0.3666;0.781773997569866;0.545490924875878;0.541491331425686;0.529402084476138;0.323084716;0.701554885124159;1.43207126948775;8.16481069042316;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"28";"AEG01_10_J_2020";"A_J_2020";"ALB";"AEG01";"AEG01_10";"J";2020;"17.06.2020";4.48;NA;138.23086;40.2;NA;383.974611111111;4.48;NA;383.974611111111;40.2;4.48;NA;383.974611111111;40.2;"ALB_2020_06_XX";"";142;557;337;4492;NA;NA;NA;NA;0.0142;0.0557;0.0337;0.4492;0.860426589355974;0.678886071316532;0.672373616415302;0.634092990131244;0.416539308;0.779362249950485;1.65281899109792;13.3293768545994;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"29";"AEG01_10_S_2020";"A_S_2020";"ALB";"AEG01";"AEG01_10";"S";2020;"07.09.2020";1.64;26.5;26.5;9.8;73.6111111111111;73.6111111111111;1.64;73.6111111111111;73.6111111111111;9.8;1.64;73.6111111111111;73.6111111111111;9.8;"ALB_2020_09_13";"ALB_2020_08_21";205;537;353;3809;245;700;568;3216;0.0205;0.0537;0.0353;0.3809;0.830370014416146;0.589511606009743;0.600437819243198;0.565815324165029;0.346688652;0.752876208007363;1.52124645892351;10.7903682719547;0.0245;0.07;0.0568;0.3216;0.699788583509514;0.454071553994732;0.447705677476076;0.452185792349727;0.266551712;0.642492339121553;1.23239436619718;5.66197183098592
"30";"AEG01_10_S_2021";"A_S_2021";"ALB";"AEG01";"AEG01_10";"S";2021;"20.09.2021";3.04;67.59;67.59;10.8;187.75;187.75;3.04;187.75;187.75;10.8;3.04;187.75;187.75;10.8;"ALB_2021_09_23";"";212;647;478;3583;NA;NA;NA;NA;0.0212;0.0647;0.0478;0.3583;0.764590002462448;0.526978588206542;0.522340353946572;0.514016113011809;0.311974152;0.694089834515367;1.35355648535565;7.49581589958159;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"31";"AEG02_01_J_2020";"A_J_2020";"ALB";"AEG02";"AEG02_01";"J";2020;"18.06.2020";3.74;NA;61.12418;17.6;NA;169.789388888889;3.74;NA;169.789388888889;17.6;3.74;NA;169.789388888889;17.6;"ALB_2020_06_XX";"";83;344;239;3110;NA;NA;NA;NA;0.0083;0.0344;0.0239;0.311;0.857270827112571;0.52453301762694;0.515569442947958;0.515810276679842;0.287837076;0.800810654313839;1.43933054393305;13.0125523012552;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"32";"AEG02_01_S_2020";"A_S_2020";"ALB";"AEG02";"AEG02_01";"S";2020;"10.09.2020";2.89;NA;42.0181;12;NA;116.716944444444;2.89;NA;116.716944444444;12;2.89;NA;116.716944444444;12;"ALB_2020_09_13";"ALB_2020_08_21";123;386;184;4389;152;402;288;2775;0.0123;0.0386;0.0184;0.4389;0.919527662366062;0.708838482596793;0.721492055866305;0.658884362268881;0.421067456;0.838324607329843;2.09782608695652;23.8532608695652;0.0152;0.0402;0.0288;0.2775;0.811949069539667;0.461711544459461;0.465277258100726;0.462668981768573;0.249588192;0.746931067044381;1.39583333333333;9.63541666666667
"33";"AEG02_01_S_2021";"A_S_2021";"ALB";"AEG02";"AEG02_01";"S";2021;"23.09.2021";4.72;NA;62.36878;12.2;NA;173.246611111111;4.72;NA;173.246611111111;12.2;4.72;NA;173.246611111111;12.2;"ALB_2021_09_23";"";18;279;145;3792;NA;NA;NA;NA;0.0018;0.0279;0.0145;0.3792;0.926339852679705;0.64480198019802;0.627624423487299;0.612118160456529;0.36514718;0.862932940309506;1.92413793103448;26.151724137931;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"34";"AEG02_02_J_2020";"A_J_2020";"ALB";"AEG02";"AEG02_02";"J";2020;"18.06.2020";4.29;47.19333333;47.19333333;16.2;131.092592583333;131.092592583333;4.29;131.092592583333;131.092592583333;16.2;4.29;131.092592583333;131.092592583333;16.2;"ALB_2020_06_XX";"";99;361;289;3477;NA;NA;NA;NA;0.0099;0.0361;0.0289;0.3477;0.846521508231545;0.562432077681961;0.550851850571932;0.545516769336071;0.319691276;0.811881188118812;1.24913494809689;12.0311418685121;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"35";"AEG02_02_S_2020";"A_S_2020";"ALB";"AEG02";"AEG02_02";"S";2020;"10.09.2020";6.35;NA;62.4889;18;NA;173.580277777778;6.35;NA;173.580277777778;18;6.35;NA;173.580277777778;18;"ALB_2020_09_13";"ALB_2020_08_21";129;383;190;4444;137;433;277;2939;0.0129;0.0383;0.019;0.4444;0.91799741044454;0.713758389261745;0.727602367187767;0.662341706456301;0.42598596;0.841309301843795;2.01578947368421;23.3894736842105;0.0137;0.0433;0.0277;0.2939;0.82773631840796;0.489201546626678;0.490293586768335;0.486002921129503;0.267054268;0.743179122182681;1.56317689530686;10.6101083032491
"36";"AEG02_02_S_2021";"A_S_2021";"ALB";"AEG02";"AEG02_02";"S";2021;"23.09.2021";6.17;NA;70.08614;13.6;NA;194.683722222222;6.17;NA;194.683722222222;13.6;6.17;NA;194.683722222222;13.6;"ALB_2021_09_23";"";5;289;151;3743;NA;NA;NA;NA;5e-04;0.0289;0.0151;0.3743;0.922444786851567;0.636635614729111;0.614584402696506;0.605801664043175;0.359665684;0.856646825396825;1.91390728476821;24.7880794701987;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"37";"AEG02_03_J_2020";"A_J_2020";"ALB";"AEG02";"AEG02_03";"J";2020;"18.06.2020";4.14;NA;73.40666;21.2;NA;203.907388888889;4.14;NA;203.907388888889;21.2;4.14;NA;203.907388888889;21.2;"ALB_2020_06_XX";"";117;450;300;3800;NA;NA;NA;NA;0.0117;0.045;0.03;0.38;0.853658536585366;0.602617079889807;0.594328408897945;0.576923076923077;0.3509252;0.788235294117647;1.5;12.6666666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"38";"AEG02_03_S_2020";"A_S_2020";"ALB";"AEG02";"AEG02_03";"S";2020;"10.09.2020";5.85;71;71;19.6;197.222222222222;197.222222222222;5.85;197.222222222222;197.222222222222;19.6;5.85;197.222222222222;197.222222222222;19.6;"ALB_2020_09_13";"ALB_2020_08_21";134;423;213;4637;160;486;331;3525;0.0134;0.0423;0.0213;0.4637;0.912164948453608;0.730119750201344;0.741784037558685;0.673705583756345;0.443056892;0.832806324110672;1.98591549295775;21.7699530516432;0.016;0.0486;0.0331;0.3525;0.828319502074689;0.557635096442588;0.557962406540423;0.540989159891599;0.320420804;0.757666417352281;1.46827794561934;10.6495468277946
"39";"AEG02_03_S_2021";"A_S_2021";"ALB";"AEG02";"AEG02_03";"S";2021;"23.09.2021";4.83;101.7;101.7;10.4;282.5;282.5;4.83;282.5;282.5;10.4;4.83;282.5;282.5;10.4;"ALB_2021_09_23";"";23;333;179;3967;NA;NA;NA;NA;0.0023;0.0333;0.0179;0.3967;0.91365171249397;0.657794201408666;0.636916972122272;0.621255193527225;0.379352036;0.845116279069767;1.86033519553073;22.1620111731844;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"40";"AEG02_04_J_2020";"A_J_2020";"ALB";"AEG02";"AEG02_04";"J";2020;"18.06.2020";4.09;NA;63.17126;18.2;NA;175.475722222222;4.09;NA;175.475722222222;18.2;4.09;NA;175.475722222222;18.2;"ALB_2020_06_XX";"";117;467;275;3753;NA;NA;NA;NA;0.0117;0.0467;0.0275;0.3753;0.863455809334657;0.603274821341844;0.598602457746721;0.577868852459016;0.3486481;0.77867298578199;1.69818181818182;13.6472727272727;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"41";"AEG02_04_S_2020";"A_S_2020";"ALB";"AEG02";"AEG02_04";"S";2020;"10.09.2020";5.16;NA;61.80654;17.8;NA;171.684833333333;5.16;NA;171.684833333333;17.8;5.16;NA;171.684833333333;17.8;"ALB_2020_09_13";"ALB_2020_08_21";135;447;222;4828;198;536;349;3618;0.0135;0.0447;0.0222;0.4828;0.912079207920792;0.749635435654393;0.760191450734445;0.687462686567164;0.461284648;0.830521327014218;2.01351351351351;21.7477477477477;0.0198;0.0536;0.0349;0.3618;0.824048399294177;0.565351835966684;0.574435931679201;0.546838407494145;0.327976316;0.741935483870968;1.53581661891117;10.3667621776504
"42";"AEG02_04_S_2021";"A_S_2021";"ALB";"AEG02";"AEG02_04";"S";2021;"23.09.2021";5.32;NA;84.41838;16.2;NA;234.4955;5.32;NA;234.4955;16.2;5.32;NA;234.4955;16.2;"ALB_2021_09_23";"";60;365;191;4293;NA;NA;NA;NA;0.006;0.0365;0.0191;0.4293;0.914808206958073;0.695188253318329;0.684168390152779;0.648776887389287;0.410789044;0.843280377844569;1.91099476439791;22.4764397905759;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"43";"AEG02_05_J_2020";"A_J_2020";"ALB";"AEG02";"AEG02_05";"J";2020;"18.06.2020";4.27;43.79333333;43.79333333;18.4;121.648148138889;121.648148138889;4.27;121.648148138889;121.648148138889;18.4;4.27;121.648148138889;121.648148138889;18.4;"ALB_2020_06_XX";"";109;438;284;3769;NA;NA;NA;NA;0.0109;0.0438;0.0284;0.3769;0.859856896126326;0.602916141890302;0.594486711473508;0.577432895172871;0.349375856;0.791775612075113;1.54225352112676;13.2711267605634;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"44";"AEG02_05_S_2020";"A_S_2020";"ALB";"AEG02";"AEG02_05";"S";2020;"10.09.2020";4.08;NA;44.06518;12.6;NA;122.403277777778;4.08;NA;122.403277777778;12.6;4.08;NA;122.403277777778;12.6;"ALB_2020_09_13";"ALB_2020_08_21";139;459;218;4951;180;543;354;3631;0.0139;0.0459;0.0218;0.4951;0.915650996324241;0.76465988548681;0.777609831432984;0.698151243976792;0.473972312;0.830314232902033;2.10550458715596;22.7110091743119;0.018;0.0543;0.0354;0.3631;0.822333751568382;0.565756943773048;0.56872613675807;0.547078464106845;0.328791736;0.73981792045999;1.53389830508475;10.2570621468927
"45";"AEG02_05_S_2021";"A_S_2021";"ALB";"AEG02";"AEG02_05";"S";2021;"23.09.2021";5.1;NA;63.47126;12.4;NA;176.309055555556;5.1;NA;176.309055555556;12.4;5.1;NA;176.309055555556;12.4;"ALB_2021_09_23";"";60;370;183;4535;NA;NA;NA;NA;0.006;0.037;0.0183;0.4535;0.92242475625265;0.72658305618998;0.716590924059804;0.671743157028195;0.435764372;0.849133537206932;2.02185792349727;24.7814207650273;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
