,ep,explo,year,biomass_g,blue,green,red,nir,nirb,re1,re2,re3,swir1,swir2
547,HEG48,HAI,2017,46.7,394.0,730.0,558.0,3368.0,3195.0,1171.0,2606.0,3046.0,2335.0,1156.0
548,HEG49,HAI,2017,92.1,386.5,750.5,507.5,3574.0,3416.5,1203.5,2819.5,3262.5,2247.5,1074.5
549,HEG50,HAI,2017,149.95,371.0,732.0,482.5,3642.0,3511.5,1161.5,2834.5,3334.5,2246.0,1053.0
550,SEG01,SCH,2017,173.3,278.5,607.0,302.5,4224.0,4172.5,1013.0,3262.5,3923.0,1748.0,795.0
551,SEG02,SCH,2017,146.1,175.5,508.5,185.0,5004.0,4811.0,886.0,3558.0,4575.5,1614.5,647.5
552,SEG03,SCH,2017,254.5,154.5,414.0,169.0,4378.5,4145.0,773.0,2939.5,3838.5,1423.0,581.0
553,SEG04,SCH,2017,104.5,472.0,832.0,643.0,4116.0,3856.0,1220.5,3053.5,3713.0,2385.0,1184.5
554,SEG05,SCH,2017,126.95,204.0,497.0,216.5,4722.0,4604.0,914.5,3377.0,4270.5,1702.0,735.0
555,SEG06,SCH,2017,554.15,361.0,684.0,398.0,4642.0,4428.0,1102.0,3283.0,4082.0,2293.0,1077.0
556,SEG07,SCH,2017,331.65,451.5,887.0,448.5,6302.5,6313.0,1219.5,4693.0,6049.0,1905.0,839.0
557,SEG08,SCH,2017,213.75,246.0,585.0,233.0,5093.0,5058.0,927.0,3710.0,4738.0,1602.0,692.0
558,SEG09,SCH,2017,164.6,352.0,679.0,396.0,4238.0,3914.0,1035.0,3227.0,3925.0,1994.0,936.0
559,SEG10,SCH,2017,174.2,252.0,601.0,269.0,4882.0,4711.0,917.0,3523.0,4441.0,1885.0,793.0
560,SEG11,SCH,2017,331.95,290.5,607.5,274.5,5405.5,5437.0,884.5,3875.5,5121.5,1628.5,691.5
561,SEG12,SCH,2017,111.85,258.0,613.0,298.0,4198.0,3994.0,1108.0,3123.0,3726.0,1729.0,762.0
562,SEG13,SCH,2017,203.4,336.0,717.0,342.0,5069.0,4960.0,1120.0,3892.0,4719.0,1653.0,692.0
563,SEG14,SCH,2017,183.2,227.0,566.5,248.5,4764.5,4517.5,947.0,3364.5,4200.5,1682.5,707.0
564,SEG15,SCH,2017,226.65,245.0,565.5,262.5,4471.0,4340.5,924.0,3308.0,4117.5,1556.5,687.0
565,SEG16,SCH,2017,97.85,240.0,554.0,225.0,5637.0,5583.0,837.0,4070.0,5327.0,1682.0,712.0
566,SEG17,SCH,2017,128.65,388.0,645.0,459.0,4029.0,3900.0,1030.0,2933.0,3625.0,2203.0,1087.0
567,SEG18,SCH,2017,232.95,232.0,601.0,301.0,4191.0,3917.0,1107.0,3151.0,3738.0,1671.5,709.0
568,SEG19,SCH,2017,141.8,328.0,681.0,394.0,4280.0,4080.0,1026.0,3192.0,3912.0,1777.0,803.0
569,SEG20,SCH,2017,313.35,291.0,602.5,285.0,5351.5,5163.5,910.5,3788.0,4977.0,1787.5,754.0
570,SEG21,SCH,2017,590.8,347.0,678.0,406.0,3577.0,3444.0,1002.0,2669.0,3182.0,1949.0,937.0
571,SEG22,SCH,2017,241.65,188.0,541.5,190.0,5102.5,4967.0,908.5,3673.5,4740.5,1512.0,637.0
572,SEG23,SCH,2017,171.7,217.0,567.0,230.0,4880.0,4637.0,945.0,3491.0,4323.0,1741.0,707.0
573,SEG24,SCH,2017,92.0,456.5,762.0,740.5,3615.5,3359.5,1223.5,2600.0,3093.5,2573.0,1317.0
574,SEG25,SCH,2017,41.85,507.5,883.5,709.5,3797.0,3699.0,1388.5,2921.0,3396.5,2564.0,1377.0
575,SEG26,SCH,2017,52.7,387.0,731.0,526.0,3746.0,3564.5,1191.5,2804.0,3307.5,2256.5,1086.5
576,SEG27,SCH,2017,71.3,305.0,569.0,471.5,3536.5,3253.0,1049.5,2503.5,3053.0,2338.5,1175.5
577,SEG28,SCH,2017,131.75,278.0,642.0,376.0,3926.0,3697.0,1043.0,2919.0,3494.0,1856.0,854.0
578,SEG29,SCH,2017,177.55,275.5,646.5,339.5,4099.5,3855.5,1007.5,3143.0,3773.0,1754.5,791.5
579,SEG30,SCH,2017,236.45,246.5,598.5,253.0,4510.5,4325.0,1016.5,3447.5,4259.5,1581.5,710.0
580,SEG31,SCH,2017,195.9,202.0,553.0,189.0,5051.0,4706.0,938.0,3802.0,4701.0,1522.0,622.0
581,SEG32,SCH,2017,226.75,198.0,573.0,200.5,4643.5,4638.0,981.0,3510.0,4338.5,1451.0,589.0
582,SEG33,SCH,2017,649.8,360.0,781.0,454.0,4239.0,3959.0,1274.0,3329.0,3882.0,2068.0,966.0
583,SEG34,SCH,2017,229.15,276.0,622.0,274.0,5309.0,5188.0,1046.0,4024.0,5012.0,1512.0,631.0
584,SEG35,SCH,2017,215.25,299.0,685.0,329.0,4808.0,4661.0,1155.0,3735.0,4443.0,1818.0,782.0
585,SEG36,SCH,2017,238.35,232.5,563.0,222.5,5545.0,5435.5,949.5,4053.5,5179.5,1461.5,577.5
586,SEG37,SCH,2017,239.5,225.0,568.0,322.0,4118.0,3819.0,1047.0,3121.0,3672.0,1689.0,723.0
587,SEG38,SCH,2017,161.4,390.0,899.0,584.0,4209.0,4079.0,1420.0,3419.0,3877.0,2236.0,1125.0
588,SEG39,SCH,2017,122.5,310.0,726.0,372.0,4532.0,4387.0,1207.0,3596.0,4221.0,1677.0,737.0
589,SEG40,SCH,2017,223.1,223.0,544.0,221.0,5051.0,4931.0,927.0,3664.0,4709.0,1433.0,582.0
590,SEG41,SCH,2017,402.15,216.0,596.0,199.0,5764.0,5661.0,1012.0,4415.0,5571.0,1765.0,753.0
591,SEG42,SCH,2017,806.9,319.0,721.0,358.0,4585.0,4566.0,1170.0,3577.0,4288.0,1921.0,854.0
592,SEG43,SCH,2017,367.6,273.0,611.0,304.0,4340.5,4281.0,964.5,3292.0,4051.5,1696.5,735.5
593,SEG44,SCH,2017,201.0,319.5,660.5,366.5,3753.5,3595.5,1049.5,2886.5,3441.0,2002.0,961.5
594,SEG45,SCH,2017,275.7,338.0,741.0,349.0,4861.5,4934.5,1155.0,3730.5,4528.5,1807.5,819.5
595,SEG46,SCH,2017,271.75,340.5,705.5,406.5,4270.0,4042.5,1126.5,3308.0,3923.0,1919.5,920.5
596,SEG47,SCH,2017,255.45,251.5,615.5,232.5,5979.0,5870.0,1034.5,4472.0,5675.0,1565.0,629.0
597,SEG48,SCH,2017,253.3,446.5,822.5,586.0,3623.5,3463.5,1290.5,2910.0,3322.5,2334.0,1281.0
598,SEG49,SCH,2017,168.0,351.0,762.5,365.0,4897.0,4732.5,1245.0,3718.5,4507.0,1706.0,767.0
599,SEG50,SCH,2017,212.2,279.0,583.0,280.5,4754.0,4560.5,970.5,3499.0,4372.0,1535.5,650.5
