,ep,explo,year,biomass_g,blue,green,red,nir,nirb,re1,re2,re3,swir1,swir2
346,AEG47,ALB,2019,29,574,884,850,3297,3139,1445,2615,2953,2770,1538
347,AEG48,ALB,2019,4.5,595,864.5,854.5,2923,2718.5,1346.5,2317,2604.5,2708,1625.5
348,AEG49,ALB,2019,34,532.5,888.5,814,3651,3449.5,1480,2853,3282.5,2801,1469
349,AEG50,ALB,2019,209,395,726,485,4193,4039,1191,3309,3895,1923,953
350,HEG01,HAI,2019,246.9,249.5,549,261.5,4700.5,4553,856.5,3374,4369,1598,687
351,HEG02,HAI,2019,167.4,341,697,388,4351,4190,1039,3360,4066,1809,831
352,HEG03,HAI,2019,221.5,332.5,676,371.5,4690.5,4572,1019,3528,4387,1793.5,783
353,HEG04,HAI,2019,353,254,545,302,4557,4449,875,3177,4191,1501,688
354,HEG05,HAI,2019,164,274,589,295.5,4713,4591.5,937,3493,4401,1673.5,731
355,HEG06,HAI,2019,371.65,236,579.5,268,4509.5,4480,1003.5,3426.5,4198,1621,717
356,HEG07,HAI,2019,112.35,389,734,540,3954,3655,1238,3198,3653,1940,971
357,HEG08,HAI,2019,97,334,753,411,4499,4346,1284,3569,4136,1765,785
358,HEG09,HAI,2019,45.65,486,806,671,3251,3068,1288,2560,2914,2507,1423
359,HEG10,HAI,2019,197.85,269,607.5,335,4055.5,3887,1007,3060.5,3681.5,1746,783
360,HEG11,HAI,2019,63.4,451,771,638,3340,3160,1240,2617,2985,2321,1243
361,HEG12,HAI,2019,166.65,323.5,656.5,390,4256.5,4066.5,1065,3189.5,3901.5,2046.5,959
362,HEG13,HAI,2019,359.95,381,802.5,547.5,4454.5,4388,1179.5,3337,4116,1856,953
363,HEG14,HAI,2019,234.45,285,605,307,4844,4615,954,3480,4487,1729,758
364,HEG15,HAI,2019,185.75,283,600.5,336,4527,4402,974,3388.5,4159,1831.5,796.5
365,HEG16,HAI,2019,118.8,355,729,460,4044,3931,1212,3306,3781,1982,987
366,HEG17,HAI,2019,49.05,408,758.5,544,3678,3551,1293.5,2960.5,3349,2210.5,1130.5
367,HEG18,HAI,2019,57.45,338,664.5,446.5,3641,3461,1108,2801.5,3291,2002,980
368,HEG19,HAI,2019,133.85,301,611,376,3966,3726,1027,3024,3623,1795,828
369,HEG20,HAI,2019,83.35,360,698,485,3670,3563,1131,2885,3342,2019,998
370,HEG21,HAI,2019,115.4,335,682,449.5,3610,3520,1146.5,2824.5,3304.5,2069,1027.5
371,HEG22,HAI,2019,412.45,288,590,340.5,4709.5,4543,944,3350,4356.5,1796.5,813.5
372,HEG23,HAI,2019,58.8,428,763.5,605.5,3392,3216,1274,2640.5,3022.5,2326,1269
373,HEG24,HAI,2019,84.2,300,628,348,4027,3954,1001,3109,3756,1759,837
374,HEG25,HAI,2019,75.85,362,673.5,516,3485,3280,1124,2664.5,3135,2123.5,1080.5
375,HEG26,HAI,2019,60.4,340,683.5,447,3606,3436,1128,2808,3266,1913,923.5
376,HEG27,HAI,2019,205.1,270.5,560.5,325.5,4057.5,3896,935.5,2996,3739.5,1732,795.5
377,HEG28,HAI,2019,37.5,412.5,688.5,557.5,2942.5,2797,1111.5,2326,2685,2079,1122.5
378,HEG29,HAI,2019,36.25,421.5,705,623.5,3049.5,2852,1133,2367,2736.5,2227,1220.5
379,HEG30,HAI,2019,109.95,363,686,480,3629,3478,1106,2854,3314,2181,1151
380,HEG31,HAI,2019,40.05,373.5,706.5,495,3779,3604,1175,2916,3411,2087.5,1040.5
381,HEG32,HAI,2019,351.5,261,554,282,4658,4410,883,3287,4237,1622,703
382,HEG33,HAI,2019,347.7,221,510,228,5228,5086,813,3529,4812,1477,624
383,HEG34,HAI,2019,278.45,225,558,260,4370,4243,938,3300,4063,1559,685
384,HEG35,HAI,2019,514.55,226.5,571,261.5,5353.5,5301,916,3778.5,5024,1537.5,668
385,HEG36,HAI,2019,145.8,370.5,705.5,493.5,3614.5,3475.5,1151,2798,3276.5,2156.5,1067
386,HEG37,HAI,2019,220.35,301,570,337,4588,4448,898,3244,4228,1715,746
387,HEG38,HAI,2019,67.75,335,743,394,4729.5,4594.5,1225,3645,4367.5,1962,914
388,HEG39,HAI,2019,123,300,712,335,4777,4593,1161,3688,4413,1879,846
389,HEG40,HAI,2019,256.4,283,640,350,4343,4202,1028,3268,3971.5,1801.5,799
390,HEG41,HAI,2019,48.55,482,758,708,2928,2653,1224,2310,2634,2390,1396
